title,author,avg_rating,rating_count,year_published,all_genres,Other,activism,adult,bestseller,children/young adult,fantasy,fiction,guide,history,inspirational,literature,non-fiction,other,poetry,romance,science,spiritual/religious,sport
"Six of Crows (Six of Crows, #1)",Leigh Bardugo,4.46,0,2015,"activism, other, romance",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Siúil, a Rún: The Girl From the Other Side, Vol. 1 (The Girl from the Other Side, #1)",Nagabe,4.23,0,2016,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skeleton crew,Stephen King,4.3,90,1985,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Skin Game (The Dresden Files, #15)",Jim  Butcher,4.56,0,2014,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slasher Girls & Monster Boys (Kindle Edition),April Genevieve Tucholke,,0,,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Slaughterhouse-Five,Kurt Vonnegut,4.18,11088,1968,"Other, children/young adult, fiction, history, literature, other, science",1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
Slaughterhouse-Five (Paperback),Kurt Vonnegut Jr.,4.1,0,1969,"fiction, history, non-fiction",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Slow Productivity: The Lost Art of Accomplishment Without Burnout (Hardcover),Cal Newport,3.68,0,2024,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Small Favor (The Dresden Files, #10)",Jim  Butcher,4.43,0,2008,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Small Gods (Discworld, #13)",Terry Pratchett,4.32,0,1992,fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Small Teaching: Everyday Lessons from the Science of Learning (Kindle Edition),James M. Lang,4.28,0,2016,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Small Things Like These (Hardcover),Claire Keegan,4.11,0,2021,fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Smarter Faster Better: The Secrets of Being Productive in Life and Business (Hardcover),Charles Duhigg,3.9,0,2016,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Smoke Gets in Your Eyes & Other Lessons from the Crematory (Paperback),Caitlin Doughty,4.22,0,2014,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Smoke and Mirrors: Short Fiction and Illusions (Mass Market Paperback),Neil Gaiman,4.01,0,1998,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Snowed In (Fitzpatrick Christmas, #2)",Catherine  Walsh,4.07,0,2023,guide,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love (Kindle Edition),Cal Newport,4.07,0,2012,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"So Not Meant To Be (Cane Brothers, #2)",Meghan Quinn,3.92,0,2022,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
So You Want to Talk About Race (Hardcover),Ijeoma Oluo,4.48,0,2018,"non-fiction, sport",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Soccer Against the Enemy: How the World's Most Popular Sport Starts and Fuels Revolutions and Keeps Dictators in Power (Paperback),Simon Kuper,3.95,0,1994,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soccer in Sun and Shadow (Paperback),Eduardo Galeano,4.2,0,1995,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soccernomics: Why England Loses, Why Germany and Brazil Win, and Why the U.S., Japan, Australia, Turkey--and Even Iraq--Are Destined to Become the Kings of the World's Most Popular Sport (Paperback)",Simon Kuper,3.95,0,2009,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social Foundations of Thought and Action,Albert Bandura,5.0,13,1985,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social Intelligence: The New Science of Human Relationships (Hardcover),Daniel Goleman,3.99,0,2006,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Social welfare and social work,Thelma Lee-Mendoza,4.17,58,1981,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Something Borrowed (Darcy & Rachel, #1)",Emily Giffin,3.89,0,2004,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Something Wilder (Hardcover),Christina Lauren,3.65,0,2022,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Somewhere Beyond the Sea (Cerulean Chronicles, #2)",T.J. Klune,4.13,0,2024,"other, romance",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Son of a Trickster (Trickster, #1)",Eden Robinson,3.81,0,2017,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Song for a Whale (Hardcover),Lynne   Kelly,4.23,0,2019,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Songs of Innocence and of Experience (Paperback),William Blake,4.09,0,1794,poetry,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sophie's world,Jostein Gaarder,4.0,6,1995,"fiction, history",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Sophie’s World (Paperback),Jostein Gaarder,3.97,0,1991,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Spare (Hardcover),Prince Harry,3.84,0,2023,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Spark of the Everflame (Kindred's Curse, #1)",Penn Cole,4.18,0,2023,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Spillover: Animal Infections and the Next Human Pandemic (Paperback),David Quammen,4.42,0,2012,science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Split Tooth (Kindle Edition),Tanya Tagaq,3.89,0,2018,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Spook: Science Tackles the Afterlife (Paperback),Mary Roach,3.6,0,2005,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Spy x Family, Vol. 1 (Kindle Edition)",Tatsuya Endo,4.44,0,2019,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stamped from the Beginning: The Definitive History of Racist Ideas in America (Hardcover),Ibram X. Kendi,4.53,0,2016,sport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Stamped: Racism, Antiracism, and You (Hardcover)",Jason Reynolds,4.47,0,2020,sport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Start with why,Simon Sinek,3.5,48,2009,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stiff: The Curious Lives of Human Cadavers (Paperback),Mary Roach,4.06,0,2003,"other, science",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Still Beating (ebook),Jennifer Hartmann,4.2,0,2020,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stolen Focus: Why You Can't Pay Attention— and How to Think Deeply Again (Hardcover),Johann Hari,4.22,0,2022,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Stolen Heir (Brutal Birthright, #2)",Sophie Lark,3.84,0,2020,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Stolen Touches (Perfectly Imperfect, #5)",Neva Altaj,4.03,0,2022,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Stone Butch Blues (Hardcover),Leslie Feinberg,4.54,0,1993,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Stop Overthinking,Nick Trenton,2.33,6,2021,"Other, science",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Stories of Your Life and Others (ebook),Ted Chiang,4.25,0,2002,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Storm Front (The Dresden Files, #1)",Jim  Butcher,3.97,0,2000,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straight: The Surprisingly Short History Of Heterosexuality (Hardcover),Hanne Blank,3.78,0,2012,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strange Brew (Paperback),P.N. Elrod,,0,,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Stranger in a Strange Land (Paperback),Robert A. Heinlein,3.92,0,1961,fantasy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Strategies That Work: Teaching Comprehension for Understanding and Engagement (Paperback),Stephanie Harvey,4.23,0,2007,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Structure and Interpretation of Computer Programs (Paperback),Harold Abelson,4.47,0,1984,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Stuck with You (The STEMinist Novellas, #2)",Ali Hazelwood,3.56,0,2022,fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Such a Fun Age (Hardcover),Kiley Reid,3.77,0,2019,sport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Summer Days and Summer Nights: Twelve Love Stories (Hardcover),Stephanie Perkins,,0,,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Summer Knight (The Dresden Files, #4)",Jim  Butcher,4.26,0,2002,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summer Romance (Paperback),Annabel Monaghan,4.02,0,2024,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Summer Sisters (Paperback),Judy Blume,3.85,0,1999,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Summer of '69 (Hardcover),Elin Hilderbrand,3.95,0,2019,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sunkissed (Hardcover),Kasie West,3.81,0,2021,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sunrise on the Reaping,Suzanne Collins,4.58,96,2025,"Other, fantasy, fiction",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance (Hardcover)",Steven D. Levitt,4.0,0,2009,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Surprised by Joy: The Shape of My Early Life (Paperback),C.S. Lewis,4.06,0,1955,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Surrounded by Idiots,Thomas Erikson,4.16,160,2014,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Survivor In Death (In Death, #20)",J.D. Robb,4.42,0,2005,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swear on This Life (Paperback),Renee Carlino,4.13,0,2016,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweet Temptation (Kindle Edition),Cora Reilly,3.96,0,2020,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Swing Time (Hardcover),Zadie Smith,3.56,0,2016,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Sworn to Silence (Kate Burkholder, #1)",Linda  Castillo,4.04,0,2009,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Take a Hint, Dani Brown (The Brown Sisters, #2)",Talia Hibbert,4.0,0,2020,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tales from a Not-so-talented Pop Star (Dork Diaries #3),Rachel Renée Russell,,0,2008,"Other, bestseller, children/young adult, fiction, other",1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Talking With Psychopaths and Savages,Christopher Berry-Dee,4.44,45,2019,"Other, science",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Talking to Strangers: What We Should Know About the People We Don't Know (Hardcover),Malcolm Gladwell,4.0,0,2019,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Tangled in Tinsel (The More the Merrier, #1)",Trilina Pucci,3.87,0,2022,"Other, guide",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Tattered (Lark Cove, #1)",Devney Perry,3.95,0,2018,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tattered Stars (Tattered & Torn, #1)",Catherine Cowles,4.08,0,2022,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Teach Like Your Hair's on Fire: The Methods and Madness Inside Room 56 (Hardcover),Rafe Esquith,3.93,0,2007,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Teach Like a Champion: 49 Techniques that Put Students on the Path to College (Paperback),Doug Lemov,4.01,0,2010,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Teach Like a PIRATE: Increase Student Engagement, Boost Your Creativity, and Transform Your Life as an Educator (Paperback)",Dave Burgess,3.99,0,2012,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Teacher Man (Frank McCourt, #3)",Frank McCourt,3.76,0,2005,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Teaching My Mother How to Give Birth (Paperback),Warsan Shire,4.24,0,2011,poetry,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Teaching to Transgress: Education as the Practice of Freedom (Paperback),bell hooks,4.45,0,1994,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Teaching with Love and Logic: Taking Control of the Classroom (Paperback),Jim Fay,4.13,0,1995,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Team of Rivals: The Political Genius of Abraham Lincoln (Paperback),Doris Kearns Goodwin,4.28,0,2005,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Tears of Tess (Monsters in the Dark, #1)",Pepper Winters,3.98,0,2013,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical Analysis of the Financial Markets,John J. Murphy,3.75,24,1999,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tempted by Deception (Deception Trilogy, #2)",Rina Kent,3.99,0,2021,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tender Is the Flesh (Paperback),Agustina Bazterrica,3.77,0,2017,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Terms and Conditions  (Dreamland Billionaires, #2)",Lauren Asher,4.08,0,2022,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Thank You for Leaving,Rithvik Singh,3.17,41,2025,poetry,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"That Kind of Guy (Queen's Cove, #1)",Stephanie  Archer,3.75,0,2021,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"That One Night (Jacksonville Rays, #0.5)",Emily Rath,4.07,0,2023,sport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"That Time I Got Drunk and Saved a Demon (Mead Mishaps, #1)",Kimberly Lemming,3.86,0,2021,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
That Way Madness Lies (Hardcover),Dahlia Adler,,0,,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"The 100-Year-Old Man Who Climbed Out the Window and Disappeared (The Hundred-Year-Old Man, #1)",Jonas Jonasson,3.82,0,2009,fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The 12 Week Year (Nook),Brian P. Moran,3.86,0,2009,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The 33 Strategies of War,Robert Greene,3.93,168,1998,"Other, science",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The 48 Laws of Power,Robert Greene,4.01,43360,1998,"Other, science",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The 48 Laws of Power (Paperback),Robert Greene,4.09,0,1999,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The 5 AM Club: Own Your Morning. Elevate Your Life (ebook),Robin Sharma,3.68,0,2018,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The 5 Love Languages: The Secret to Love that Lasts (Kindle Edition),Gary Chapman,4.27,0,1990,"inspirational, romance, spiritual/religious",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
The 5 a.m. Club,Robin S. Sharma,3.39,152,2018,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The 7 Habits of Highly Effective People,Stephen R. Covey,3.91,13216,1989,"Other, children/young adult, science",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change (Paperback),Stephen R. Covey,4.16,0,1989,"inspirational, non-fiction",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
The 7 Habits of Highly Effective Teens,Sean Covey,,0,1998,"Other, children/young adult",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The 80/20 Principle: The Secret to Achieving More with Less (Paperback),Richard Koch,3.98,0,1997,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The A.B.C. Murders,Agatha Christie,4.07,2016,1936,"Other, fiction",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"The A.B.C. Murders (Hercule Poirot, #13)",Agatha Christie,4.03,0,1936,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Abolition of Man (Paperback),C.S. Lewis,4.12,0,1943,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Absolutely True Diary of a Part-Time Indian (Hardcover),Sherman Alexie,4.06,0,2007,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Adventures of Beekle: The Unimaginary Friend (Hardcover),Dan Santat,4.26,0,2014,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Adventures of Huckleberry Finn (Paperback),Mark Twain,3.83,0,1885,"fiction, non-fiction",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur Conan Doyle,4.3,0,1892,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,4.13,16434,1892,"Other, children/young adult, fiction, history, literature",1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
The Adventures of Tom Sawyer (Paperback),Mark Twain,3.92,0,1876,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Aeneid (Kindle Edition),Virgil,3.87,0,-19,fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Age of Innocence (Paperback),Edith Wharton,3.97,0,1920,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"The Air He Breathes (Elements, #1)",Brittainy C. Cherry,4.13,0,2015,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Alchemist (Paperback),Paulo Coelho,3.92,0,1988,"fiction, inspirational, other, spiritual/religious",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
The Alchemist Graphic Novel,Paulo Coelho,4.5,2,2010,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Alice Network (Paperback),Kate Quinn,4.32,0,2017,history,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Amazing Adventures of Kavalier & Clay (Paperback),Michael Chabon,4.19,0,2000,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"The American Roommate Experiment (Love Deception, #2)",Elena  Armas,3.79,0,2022,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The American Way of Death Revisited (Paperback),Jessica Mitford,3.97,0,1963,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Anxious Generation,Jonathan Haidt,4.2,30,2024,"Other, bestseller",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Arabian Nights (Mass Market Paperback),Anonymous,4.03,0,800,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Arabs: A History (Hardcover),Eugene Rogan,4.36,0,2009,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Argonauts (Hardcover),Maggie Nelson,4.02,0,2015,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Arrival (Hardcover),Shaun Tan,4.35,0,2007,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Art of Being Alone,Shuntarō Tanikawa,2.0,10,2011,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Art of Electronics (Hardcover),Paul Horowitz,4.4,0,1980,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Art of Happiness (Hardcover),Dalai Lama XIV,4.17,0,1998,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Art of Loving,Erich Fromm,3.6199999999999997,612,1956,"Other, romance, science",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
The Art of Loving (Paperback),Erich Fromm,4.0,0,1956,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Art of Public Speaking,Stephen E. Lucas,3.0,72,1983,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Art of Racing in the Rain (Hardcover),Garth Stein,4.23,0,2008,science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Art of Seduction,Robert Greene,2.0,45,2001,"Other, history",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Art of Seduction (Paperback),Robert Greene,3.92,0,,"non-fiction, romance",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
The Art of War,孙武,4.03,20592,1900,"Other, fiction, history, literature, other",1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
The Art of War (Paperback),Sun Tzu,3.95,0,-500,history,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Art of Witty Banter,Patrick King,4.0,6,2016,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Artist's Way: A Spiritual Path to Higher Creativity (Paperback),Julia Cameron,3.96,0,2002,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,4.2,0,2014,fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Assassin’s Blade,Sarah J. Maas,4.5,112,2014,"Other, fantasy, fiction",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Astonishing Color of After (Hardcover),Emily X.R. Pan,4.04,0,2018,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The Atlas Paradox (The Atlas, #2)",Olivie Blake,3.5,0,2022,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Atlas Six (The Atlas, #1)",Olivie Blake,3.55,0,2020,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Authoritative Calvin and Hobbes,Bill Watterson,4.06,470,1988,"Other, other",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Autobiography of Benjamin Franklin,Benjamin Franklin,3.98,4784,1791,"Other, fiction, history, literature, other",1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
The Autobiography of Malcolm X (Mass Market Paperback),Malcolm X,4.37,0,1965,"non-fiction, sport",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
The Awakening (Paperback),Kate Chopin,3.69,0,1899,activism,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The BFG,Roald Dahl,4.12,7182,1980,"Other, bestseller, children/young adult, fantasy, fiction, other",1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
The Bad Beginning,Lemony Snicket,4.15,2542,1999,"Other, children/young adult, fiction, literature",1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
The Ball is Round: A Global History of Soccer (Paperback),David Goldblatt,4.18,0,2006,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ballad of Black Tom (Paperback),Victor LaValle,3.83,0,2016,fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Ballad of Never After,Stephanie Garber,4.64,110,2022,"Other, bestseller, fantasy, romance",1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
The Ballad of Songbirds and Snakes,Suzanne Collins,4.23,473,2020,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Baller (Kindle Edition),Vi Keeland,3.98,0,2016,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Battle of the Labyrinth,Rick Riordan,4.4,4836,2008,"Other, children/young adult, fantasy, fiction, other",1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
The Beauty Myth (Paperback),Naomi Wolf,3.91,0,1990,"activism, non-fiction",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Beekeeper of Aleppo (Hardcover),Christy Lefteri,4.16,0,2019,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Bell Jar,Sylvia Plath,4.28,2552,1963,"Other, activism, adult, children/young adult, fiction, poetry, romance, science",1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0
The Bell Jar (Paperback),Sylvia Plath,4.05,0,1963,"activism, non-fiction",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Berry Pickers (Hardcover),Amanda    Peters,4.08,0,2023,"non-fiction, romance",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"The Best Christmas Pageant Ever (The Herdmans, #1)",Barbara Robinson,4.25,0,1972,guide,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Best Thing (Kindle Edition),Mariana Zapata,3.9500000000000006,0,2019,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The Betrayal (Abram's Daughters, #2)",Beverly Lewis,4.24,0,2013,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Bhagavad Gita (Paperback),Krishna-Dwaipayana Vyasa,4.19,0,-400,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"The Big Four (Hercule Poirot, #5)",Agatha Christie,3.57,0,1927,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
