title,author,avg_rating,rating_count,year_published,all_genres,Other,activism,adult,bestseller,children/young adult,fantasy,fiction,guide,history,inspirational,literature,non-fiction,other,poetry,romance,science,spiritual/religious,sport
Plain Bad Heroines (Hardcover),Emily M. Danforth,3.64,0,2020,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plain Perfect (Daughters of the Promise, #1)",Beth Wiseman,4.34,0,2008,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Plain Truth (Hardcover),Jodi Picoult,4.01,0,2000,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Plant Witchery: Discover the Sacred Language, Wisdom, and Magic of 200 Plants (Hardcover)",Juliet Diaz,4.35,604,,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Play Along (Windy City, #4)",Liz Tomforde,4.46,0,2024,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Play with Me (Playing for Keeps, #2)",Becka Mack,4.17,0,2022,sport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Playbook (Holland Brothers, #2)",Rebecca Jenshak,4.07,0,,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Playing Hard to Get (The Players, #1)",Monica  Murphy,3.74,0,2022,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Playing for Pizza (Hardcover),John Grisham,3.53,0,2007,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasure Activism: The Politics of Feeling Good (Paperback),Adrienne Maree Brown,,0,,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Polysecure: Attachment, Trauma and Consensual Nonmonogamy (Paperback)",Jessica Fern,4.36,0,2020,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Portrait in Death (In Death, #16)",J.D. Robb,4.39,0,2003,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Powerless,Lauren Roberts,4.04,46,2023,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Powerless (Chestnut Springs, #3)",Elsie Silver,4.04,0,2023,"romance, sport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Powerless (The Powerless Trilogy, #1)",Lauren  Roberts,4.16,0,2023,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Practice Makes Perfect (When in Rome, #2)",Sarah       Adams,4.0,0,2023,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Predictably Irrational: The Hidden Forces That Shape Our Decisions (Hardcover),Dan Ariely,4.12,0,2008,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pretty Girls (Paperback),Karin Slaughter,4.01,0,2015,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pretty Rings and Broken Things,Kat Singleton,3.0,4,2024,"Other, fiction",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pride and Prejudice (Hardcover),Jane Austen,4.29,0,1813,"adult, fiction, other, romance",0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,3.98,0,1951,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Princess: A True Story of Life Behind the Veil in Saudi Arabia (Paperback),Jean Sasson,4.03,0,1993,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Principles of Anatomy and Physiology,Gerard J. Tortora,3.5,760,1975,"Other, literature",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Principles of Biochemistry (Hardcover),Albert L. Lehninger,4.17,0,1970,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Principles of Economics (Hardcover),N. Gregory Mankiw,4.11,0,1997,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Principles of Mathematical Analysis (Paperback),Walter Rudin,4.27,0,1964,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Principles of Microeconomics (Paperback),N. Gregory Mankiw,3.84,0,1997,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Principles of Neural Science (Hardcover),Eric R. Kandel,4.49,0,1981,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Principles of corporate finance,Richard A. Brealey,4.5,124,1981,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Principles of marketing,Philip Kotler,4.59,330,1980,"Other, literature",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Problematic Summer Romance (Not in Love, #2)",Ali Hazelwood,3.86,0,2025,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Project Hail Mary (Hardcover),Andy Weir,4.5,0,2021,"fantasy, science",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Prom Nights from Hell (Paperback),Meg Cabot,3.26,0,2007,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Prometheus Rising (Paperback),Robert Anton Wilson,4.25,0,1983,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Promises in Death (In Death, #28)",J.D. Robb,4.42,0,2009,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protection & Reversal Magick: A Witch's Defense Manual (Beyond 101),Jason       Miller,4.18,0,2006,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Proven Guilty (The Dresden Files, #8)",Jim  Butcher,4.39,0,2006,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychic Self-Defense (Paperback),Dion Fortune,3.78,0,1930,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Psychic Witch: A Metaphysical Guide to Meditation, Magick & Manifestation (Mat Auryn's Psychic Witch, 1)",Mat Auryn,4.26,0,2020,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Psycho Shifters (Cruel Shifterverse, #1)",Jasmine Mas,3.78,0,2022,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psycho-cybernetics,Maxwell Maltz,4.0,12,1960,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Publication Manual of the American Psychological Association(r),American Psychological Association,3.82,0,1952,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Puck Me Secretly (Vancouver Wolves Hockey, #1)",Odette Stone,3.93,0,2018,sport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Pucked (Pucked, #1)",Helena Hunting,3.85,0,2015,sport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Pucking Around (Jacksonville Rays, #1)",Emily Rath,3.75,0,2023,"Other, romance, sport",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Pucking Wild (Jacksonville Rays, #2)",Emily Rath,4.12,0,2023,sport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pumpkinheads (Hardcover),Rainbow Rowell,4.01,0,2019,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Purity in Death (In Death, #15)",J.D. Robb,4.38,0,2002,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quarterback Sneak (Red Zone Rivals, #3)",Kandi Steiner,3.97,0,2022,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queen of Shadows,Sarah J. Maas,4.65,666,2015,"Other, children/young adult, fantasy, fiction, romance",1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,4.62,0,2015,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Quidditch Through the Ages (Hardcover),J.K. Rowling,3.8,0,2001,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Quiet: The Power of Introverts in a World That Can't Stop Talking (Hardcover),Susan Cain,4.08,0,2012,"non-fiction, other",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Rabid: A Cultural History of the World's Most Diabolical Virus (Hardcover),Bill  Wasik,3.72,0,2012,science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Radiance (Wraith Kings, #1)",Grace Draven,3.98,0,2015,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Radical Acceptance: Embracing Your Life With the Heart of a Buddha (Paperback),Tara Brach,4.15,0,2000,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Radical: Taking Back Your Faith from the American Dream (Paperback),David     Platt,4.17,0,2010,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rage Becomes Her: The Power of Women's Anger (Hardcover),Soraya Chemaly,4.33,0,2018,activism,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rags & Bones: New Twists on Timeless Tales (Hardcover),Melissa Marr,,0,,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ramayana, a Holy Bible of India",Vālmīki,4.24,748,1823,"Other, fiction, poetry",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Rapture in Death (In Death, #4)",J.D. Robb,4.28,0,1996,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rat Queens, Vol. 1: Sass & Sorcery (Paperback)",Kurtis J. Wiebe,4.08,0,2014,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Read People Like a Book,Patrick King,2.11,90,2020,"Other, science",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Readicide: How Schools Are Killing Reading and What You Can Do About It (Paperback),Kelly Gallagher,4.29,0,2009,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Reading Lolita in Tehran: A Memoir in Books (Paperback),Azar Nafisi,3.66,0,2003,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Reading in the Wild (Hardcover),Donalyn Miller,4.45,0,2013,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ready Player One,Ernest Cline,4.0,8204,2008,"Other, bestseller, fiction",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ready Player One (Ready Player One, #1)",Ernest Cline,4.23,0,2011,"Other, fantasy",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,4.07,0,1981,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Rising,Pierce Brown,3.8199999999999994,530,2014,"Other, fantasy, fiction",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Red Russia (Kindle Edition),Tanya Thompson,4.05,0,2017,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Red, White & Royal Blue",Casey McQuiston,4.16,2340,2019,"Other, bestseller, fiction, romance",1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Red, White & Royal Blue (Paperback)",Casey McQuiston,4.05,0,2019,"activism, adult, romance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Redeemed (Dirty Air, #4)",Lauren Asher,4.32,0,2021,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Redefining Realness: My Path to Womanhood, Identity, Love & So Much More (Hardcover)",Janet Mock,4.3,0,2014,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Redshirts (ebook),John Scalzi,3.87,0,2012,fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Remarkably Bright Creatures (Hardcover),Shelby Van Pelt,4.36,0,2022,"other, romance, science",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Reminders of Him,Colleen Hoover,4.15,59,2022,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reminders of Him (Kindle Edition),Colleen Hoover,4.34,0,2022,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reservation Blues (Paperback),Sherman Alexie,3.98,0,1995,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Resting Scrooge Face (Kindle Edition),Meghan Quinn,3.61,0,2022,guide,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Reunion in Death (In Death, #14)",J.D. Robb,4.38,0,2002,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rewind It Back (Windy City, #5)",Liz Tomforde,4.47,0,2025,"Other, romance, sport",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Rewitched (Rewitched #1),Lucy Jane Wood,3.76,0,2024,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rework (Hardcover),Jason Fried,3.98,0,2010,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Rewrite Our Story (Sutten Mountain, #1)",Kat Singleton,3.94,0,2023,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhythm, Chord & Malykhin (Kindle Edition)",Mariana Zapata,3.86,0,2015,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Richard II (Paperback),William Shakespeare,3.78,0,1595,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Right Man, Right Time (The Vancouver Agitators, #3)",Meghan Quinn,4.1,0,2023,"romance, sport",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Ring Shout (Hardcover),P. Djèlí Clark,3.95,0,2020,fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"River Marked (Mercy Thompson, #6)",Patricia Briggs,4.28,0,2011,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rivers of London (Rivers of London, #1)",Ben Aaronovitch,3.85,0,2011,"Other, non-fiction",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rock Paper Scissors,Alice Feeney,3.69,78,2021,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rogue Protocol (The Murderbot Diaries, #3)",Martha Wells,4.24,0,2018,"fiction, science",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Rogues (Hardcover),George R.R. Martin,,0,,literature,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RoomHate (Paperback),Penelope Ward,3.84,0,2016,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rosemary and Rue (October Daye, #1)",Seanan McGuire,3.78,0,2009,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosencrantz and Guildenstern Are Dead (Paperback),Tom Stoppard,4.04,0,1967,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royal Holiday (The Wedding Date, #4)",Jasmine Guillory,3.46,0,2019,guide,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ruined Secrets (Perfectly Imperfect, #4)",Neva Altaj,3.75,0,2022,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rules of Civility (Hardcover),Amor Towles,4.09,0,2011,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Runaway Love (Cherry Tree Harbor, #1)",Melanie Harlow,4.07,0,2023,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Running with Scissors (Paperback),Augusten Burroughs,3.77,0,2002,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ruthless Creatures (Queens & Monsters, #1)",J.T. Geissinger,4.04,0,2021,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ruthless People (Ruthless People, #1)",J.J. McAvoy,3.88,0,2014,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ryan Rule (New York Ruthless, #1)",Sadie Kincaid,3.9,0,2021,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPY×FAMILY 2 (Paperback),Tatsuya Endo,4.53,0,2019,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sable Peak (The Edens, #6)",Devney Perry,4.19,0,2023,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Salt Houses (Hardcover),Hala Alyan,4.01,0,2017,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Salt to the Sea (Hardcover),Ruta Sepetys,4.35,0,2016,history,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Same Kind of Different as Me: A Modern-Day Slave, an International Art Dealer, and the Unlikely Woman Who Bound Them Together (Hardcover)",Ron Hall,4.2,0,2006,inspirational,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Same Time Next Summer (Paperback),Annabel Monaghan,3.74,0,2023,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sandwich (Hardcover),Catherine Newman,3.56,0,2024,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sapiens: A Brief History of Humankind (Paperback),Yuval Noah Harari,4.34,0,2011,"non-fiction, other",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Satan's Affair (Cat and Mouse, #0.5)",H.D. Carlton,3.71,0,2021,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savage Bonds (The Bonds That Tie, #2)",J. Bree,4.24,0,2021,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savage Hearts (Queens & Monsters, #3)",J.T. Geissinger,4.23,0,2021,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Savage Inequalities: Children in America's Schools (Paperback),Jonathan Kozol,4.26,0,1991,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Savage Lover  (Brutal Birthright, #3)",Sophie Lark,3.84,0,2020,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Say You Swear (Boys of Avix, #1)",Meagan Brandy,4.26,0,2022,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Say You'll Stay (The Hennington Brothers, #1)",Corinne Michaels,4.1,0,2016,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,4.23,0,2013,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scott Pilgrim vs. The World (Scott Pilgrim, #2)",Bryan Lee O'Malley,,0,,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scream For Us (Order of the Unseen, #0.5)",Molly Doyle,3.67,0,2021,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scythe & Sparrow (The Ruinous Love Trilogy, #3)",Brynne Weaver,4.08,0,2025,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scythe (Arc of a Scythe, #1)",Neal Shusterman,4.32,0,2016,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Seabiscuit: An American Legend (Mass Market Paperback),Laura Hillenbrand,4.23,0,1999,science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Second Chance Summer (Hardcover),Morgan Matson,4.11,0,2012,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Secrets of the Millionaire Mind,T. Harv Eker,4.23,208,2005,"Other, science",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Seduced in the Dark (The Dark Duet, #2)",C.J. Roberts,4.27,0,2012,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seduction in Death (In Death, #13)",J.D. Robb,4.35,0,2001,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seeking Allah, Finding Jesus: A Devout Muslim Encounters Christianity (Paperback)",Nabeel Qureshi,4.58,0,2014,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Self Heal by Design,Barbara O'Neill,5.0,2,2014,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sense and Sensibility (Paperback),Jane Austen,4.09,0,1811,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Seven Days in June (Hardcover),Tia Williams,3.99,0,2021,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Seven Fallen Feathers: Racism, Death, and Hard Truths in a Northern City (Paperback)",Tanya Talaga,4.52,0,2017,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Seven Pillars of Wisdom: A Triumph (Paperback),T.E. Lawrence,3.91,0,1926,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Severance (Hardcover),Ling  Ma,3.88,0,2018,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sex at Dawn: The Prehistoric Origins of Modern Sexuality (Hardcover),Christopher  Ryan,3.97,0,2010,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sex for One: The Joy of Selfloving (Paperback),Betty Dodson,4.08,0,1987,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sexing the Body: Gender Politics and the Construction of Sexuality (Paperback),Anne Fausto-Sterling,4.16,0,2000,"Other, non-fiction",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Shades of Grey,E. L. James,3.95,7878,2011,"Other, adult, bestseller, fiction, romance",1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Shakespeare After All (Paperback),Marjorie Garber,4.39,0,2004,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shakespeare's Sonnets (Paperback),William Shakespeare,4.25,0,1609,"Other, poetry",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Shakespeare: The Invention of the Human (Paperback),Harold Bloom,4.03,0,1998,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shakespeare: The World as Stage (Paperback),Bill Bryson,3.82,0,2007,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shameless: A Case for Not Feeling Bad About Feeling Good (About Sex),Nadia Bolz-Weber,4.21,0,2019,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sharp Objects (Paperback),Gillian Flynn,4.01,0,2006,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Shatter Me (Shatter Me, #1)",Tahereh Mafi,3.84,0,2011,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Shatter Me Complete Collection,Tahereh Mafi,4.33,96,2011,"Other, children/young adult",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
She Comes First: The Thinking Man's Guide to Pleasuring a Woman (Hardcover),Ian Kerner,4.08,0,2004,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
She's Not There: A Life in Two Genders (Paperback),Jennifer Finney Boylan,3.97,0,2003,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Sheets (Sheets, #1)",Brenna Thummler,3.84,0,2018,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shipped (Paperback),Angie Hockman,3.63,0,2021,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies (Pottermore Presents, #1)",J.K. Rowling,4.21,0,2016,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists (Pottermore Presents, #2)",J.K. Rowling,4.17,0,2016,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Show Me a Sign (Show Me a Sign #1),Ann Clare LeZotte,4.01,0,2020,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Shrill: Notes from a Loud Woman (Hardcover),Lindy West,4.16,0,2016,activism,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shutout (Rules of the Game, #2)",Avery Keelan,4.0,0,2023,sport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Sick Boys (Spine Ridge University, #1)",Clarissa Wild,3.92,0,2023,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sigil Witchery: A Witch's Guide to Crafting Magick Symbols (Sigil Witchery, #1)",Laura Tempest Zakroff,4.3,852,2018,spiritual/religious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Signs of Cupidity (Heart Hassle, #1)",Raven Kennedy,4.07,0,2018,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Silent Lies (Perfectly Imperfect, #8)",Neva Altaj,4.19,0,2023,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Silent Vows (The Byrne Brothers, #1)",Jill Ramsower,3.77,0,2022,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Silver Borne (Mercy Thompson, #5)",Patricia Briggs,4.37,0,2010,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Silver in the Wood (The Greenhollow Duology, #1)",Emily  Tesh,3.99,0,2019,fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,4.13,0,2015,"activism, other",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Sinners Anonymous (Sinners Anonymous, #1)",Somme Sketcher,3.82,0,2021,"Other, romance",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Sinners Condemned (Sinners Anonymous, #2)",Somme Sketcher,4.17,0,2022,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Sinners Consumed (Sinners Anonymous, #3)",Somme Sketcher,4.24,0,2022,romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sister Outsider: Essays and Speeches (Paperback),Audre Lorde,4.53,0,1984,"activism, non-fiction, sport",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Sitting Pretty: The View from My Ordinary Resilient Disabled Body (Hardcover),Rebekah Taussig,4.41,0,2020,other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Six Days of War: June 1967 and the Making of the Modern Middle East (Paperback),Michael B. Oren,4.17,0,2001,non-fiction,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Six of Crows,Leigh Bardugo,4.52,1826,2015,"Other, bestseller, children/young adult, fantasy, fiction",1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
